Lot Frontage,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,Central Air,Gr Liv Area,Full Bath,Half Bath,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,SalePrice,SalePriceLog
100.0,5,1959,1959,90.0,766.0,1422.0,Y,1675,2,0,TA,2,Unf,1.0,Y,0,132,173000,12.06105265381003
72.0,5,1917,1950,0.0,0.0,689.0,N,1224,1,1,Po,0,Unf,1.0,N,0,0,107500,11.58525542883217
60.0,5,1915,1950,0.0,1026.0,1212.0,N,1392,1,0,TA,0,,0.0,N,0,0,100000,11.51293546492023
65.0,6,1940,1950,0.0,368.0,600.0,N,919,1,0,TA,0,Unf,1.0,Y,0,0,95000,11.461642696843066
,4,1907,1950,0.0,73.0,707.0,N,1884,1,1,TA,0,,0.0,N,0,0,93369,11.444325373477971
60.0,5,1910,1950,0.0,736.0,856.0,Y,1680,2,0,TA,1,Unf,2.0,P,56,144,114900,11.651826167019166
54.0,5,1875,1996,0.0,0.0,780.0,N,1020,1,0,TA,0,,0.0,N,0,0,94000,11.451060699493427
72.0,4,1967,1967,72.0,704.0,1832.0,N,1832,2,0,TA,0,,0.0,Y,0,58,136000,11.820417517632333
72.0,4,1968,1968,0.0,0.0,1768.0,N,1768,2,0,TA,0,,0.0,Y,0,0,136500,11.824087219587643
75.0,5,1965,1965,0.0,841.0,1039.0,Y,1039,1,1,TA,0,Unf,2.0,Y,0,0,131500,11.78676973513378
,5,1957,1996,180.0,1302.0,1392.0,Y,1392,1,1,TA,1,Unf,2.0,Y,0,0,121500,11.707677772181546
70.0,5,1967,1967,0.0,842.0,912.0,Y,912,1,0,TA,1,Unf,1.0,Y,0,0,125000,11.736077016252437
,5,1968,2001,0.0,188.0,1060.0,Y,1060,1,0,Gd,1,Unf,1.0,Y,406,90,154000,11.944714374881176
65.0,5,1966,2008,47.0,240.0,864.0,Y,892,1,0,Gd,0,Unf,1.0,Y,0,0,137900,11.834291315386718
80.0,6,1969,1969,143.0,371.0,663.0,Y,1352,1,1,TA,0,Fin,1.0,Y,379,36,158000,11.970356641102999
65.0,5,1968,1968,0.0,775.0,864.0,Y,864,1,0,TA,0,Unf,1.0,Y,226,0,137250,11.829566645319733
,5,1978,1978,0.0,1319.0,1319.0,Y,1373,1,0,TA,2,Fin,2.0,Y,0,0,160250,11.984496615013056
86.0,5,1968,1968,0.0,267.0,720.0,Y,1440,1,1,TA,2,Unf,2.0,Y,192,38,163000,12.001511614739405
,6,1978,1978,328.0,438.0,672.0,Y,1386,2,1,TA,1,Fin,2.0,Y,335,0,158900,11.97603664577121
80.0,7,1996,1997,0.0,1201.0,1306.0,Y,2260,2,1,Gd,0,RFn,2.0,Y,296,44,328000,12.700771936142122
,7,1977,2001,0.0,1092.0,1420.0,Y,1483,1,1,TA,2,RFn,2.0,Y,496,0,270000,12.506180941677357
94.0,4,1927,1950,0.0,0.0,660.0,N,756,1,0,TA,0,Unf,2.0,N,80,0,85000,11.350418300109132
60.0,4,1950,1995,0.0,442.0,1067.0,Y,1067,2,0,Gd,0,Unf,2.0,Y,290,0,128000,11.759793355371237
,7,1979,1979,0.0,1258.0,1332.0,Y,1524,0,1,Gd,1,Fin,2.0,Y,268,0,260000,12.468440756144114
,6,1978,1992,288.0,964.0,1117.0,Y,1981,2,1,Gd,1,Fin,2.0,Y,336,104,230000,12.345838935721968
124.0,3,1938,1990,0.0,288.0,972.0,Y,1610,2,0,Fa,1,RFn,1.0,Y,0,0,124000,11.728044909070785
85.0,5,1920,1950,0.0,108.0,458.0,N,835,1,0,TA,0,Unf,1.0,Y,0,0,83000,11.326607934898927
65.0,6,1950,1987,0.0,104.0,663.0,Y,1074,1,0,Gd,1,Unf,1.0,Y,0,52,144500,11.881041706925902
68.0,5,1956,1956,0.0,739.0,1144.0,Y,1144,1,0,TA,0,Unf,1.0,Y,44,0,129000,11.767575435251748
50.0,4,1947,1979,0.0,192.0,756.0,Y,1531,1,0,TA,1,Unf,1.0,Y,0,0,127000,11.751950239425476
75.0,5,1954,1998,0.0,954.0,1172.0,Y,1172,1,0,TA,0,Fin,1.0,Y,240,0,128000,11.759793355371237
83.0,6,2009,2009,0.0,36.0,1212.0,Y,1212,2,0,Gd,0,RFn,2.0,Y,100,22,186000,12.133507329024972
44.0,7,2009,2010,96.0,1346.0,1508.0,Y,1508,1,0,Gd,2,RFn,2.0,Y,0,0,308030,12.637955706241554
,5,1964,1964,0.0,0.0,1250.0,Y,1298,2,0,TA,0,Unf,2.0,N,0,144,114000,11.643962499267984
60.0,4,1946,2006,0.0,0.0,0.0,Y,930,1,0,Gd,0,Unf,1.0,Y,0,0,84900,11.349241150793087
77.0,6,1985,1985,336.0,0.0,741.0,Y,1732,2,1,Gd,1,Fin,2.0,Y,192,46,178000,12.08954444723597
83.0,7,1987,1987,177.0,1433.0,1433.0,Y,1433,1,1,Gd,2,RFn,2.0,Y,0,278,270000,12.506180941677357
87.0,6,1993,1993,85.0,860.0,946.0,Y,1802,2,1,Gd,1,RFn,4.0,Y,450,92,218000,12.292254928916668
80.0,7,1993,1994,246.0,750.0,1050.0,Y,1949,2,1,Gd,1,Fin,2.0,Y,156,90,236000,12.371591321286905
73.0,6,1992,1992,0.0,747.0,936.0,Y,996,1,0,Gd,0,Unf,2.0,Y,120,0,147000,11.898194668458823
64.0,8,2008,2008,72.0,0.0,1694.0,Y,1694,2,0,Gd,0,RFn,3.0,Y,160,33,245350,12.41044511731981
64.0,7,2006,2006,24.0,686.0,1187.0,Y,1208,2,0,Gd,0,RFn,2.0,Y,105,61,206000,12.235636302128867
94.0,7,2009,2009,0.0,0.0,1226.0,Y,1226,2,0,Gd,0,RFn,3.0,Y,0,36,198900,12.200562492481511
64.0,7,2010,2010,80.0,24.0,1222.0,Y,1222,2,0,Gd,0,RFn,2.0,Y,0,54,187000,12.138869243416009
90.0,7,1990,1990,0.0,1470.0,1673.0,Y,3222,3,0,Gd,2,Unf,3.0,Y,367,0,320000,12.676079399771027
82.0,6,1900,1993,0.0,0.0,676.0,Y,1445,2,0,TA,0,Unf,2.0,N,0,59,138500,11.83863282480007
80.0,6,1971,1971,80.0,504.0,1010.0,Y,1052,1,0,TA,0,Unf,2.0,Y,0,0,155000,11.951186847493476
82.0,5,1996,1996,0.0,870.0,870.0,Y,965,1,0,TA,0,Unf,2.0,Y,71,0,159000,11.976665770490767
,7,1997,1998,0.0,353.0,878.0,Y,1692,2,1,TA,1,RFn,2.0,Y,0,39,191000,12.160033942617156
70.0,6,1998,1998,116.0,505.0,804.0,Y,1682,2,1,Gd,0,RFn,2.0,Y,0,77,200500,12.208574513247495
38.0,5,1977,2004,0.0,198.0,1026.0,Y,1026,1,1,TA,0,Unf,1.0,Y,316,85,150000,11.918397239722838
,6,1977,1977,153.0,378.0,689.0,Y,1392,1,1,TA,0,Fin,1.0,Y,0,36,161750,11.993813394724253
75.0,5,1976,1976,0.0,182.0,894.0,Y,894,1,0,TA,0,Unf,1.0,Y,365,0,128200,11.761354623750297
68.0,5,1972,1972,0.0,480.0,876.0,Y,876,1,0,TA,0,Unf,2.0,Y,0,0,127000,11.751950239425476
80.0,8,2003,2003,320.0,1682.0,1978.0,Y,1978,2,1,Gd,1,RFn,3.0,Y,188,25,318000,12.669809806411457
,8,2001,2002,479.0,1358.0,1581.0,Y,1601,2,0,Gd,1,RFn,2.0,Y,180,0,272000,12.513561021741964
44.0,7,2003,2003,223.0,483.0,941.0,Y,1829,2,1,Gd,1,RFn,2.0,Y,192,39,237000,12.37581963951765
75.0,7,1997,1997,0.0,0.0,1040.0,Y,2098,2,1,Gd,1,Fin,2.0,Y,331,38,240000,12.388398368982115
48.0,7,1998,1998,442.0,0.0,1649.0,Y,1661,2,0,Gd,0,RFn,2.0,Y,0,34,224900,12.323415584358154
,6,2003,2003,170.0,672.0,848.0,Y,848,1,0,Gd,0,Fin,2.0,Y,140,0,143750,11.87583791515714
,6,2004,2004,169.0,662.0,848.0,Y,848,1,0,Gd,0,RFn,2.0,Y,160,0,143000,11.870606902224587
48.0,8,2003,2003,171.0,370.0,1657.0,Y,1668,2,0,Gd,1,Fin,2.0,Y,0,262,232000,12.354496960983985
70.0,7,2004,2005,109.0,712.0,1473.0,Y,1484,2,0,Gd,0,RFn,2.0,Y,0,35,213000,12.269052139516223
65.0,7,2004,2004,98.0,24.0,1414.0,Y,1414,2,0,Gd,0,RFn,2.0,Y,132,105,185500,12.130815551850676
67.0,3,1945,2007,0.0,0.0,0.0,N,640,1,0,TA,0,Unf,1.0,N,0,0,84900,11.349241150793087
68.0,5,1954,1954,0.0,0.0,381.0,Y,992,1,0,TA,0,Unf,1.0,Y,60,0,155891,11.956918738783733
75.0,5,1965,1965,0.0,0.0,0.0,N,1664,2,0,TA,0,,0.0,Y,0,0,100000,11.51293546492023
60.0,5,1968,1968,0.0,1070.0,1196.0,Y,1196,1,0,TA,0,RFn,1.0,Y,257,0,144000,11.87757552297847
89.0,4,1948,1950,0.0,0.0,744.0,N,1120,1,0,Fa,0,Unf,2.0,P,0,0,64000,11.06665398721974
65.0,6,1975,1975,0.0,528.0,1008.0,Y,1096,1,0,TA,1,Unf,1.0,Y,0,0,125200,11.737675724836684
94.0,6,1976,1976,0.0,422.0,1029.0,Y,1117,1,0,TA,1,Unf,2.0,Y,144,0,107000,11.580593459194764
64.0,4,1958,1958,0.0,0.0,960.0,Y,960,1,0,TA,0,,0.0,Y,0,0,90000,11.407576060361786
80.0,4,2003,2004,0.0,0.0,1121.0,Y,1121,2,0,TA,0,RFn,2.0,Y,132,64,140000,11.849404844423074
52.0,6,1945,1950,0.0,94.0,735.0,Y,1487,1,1,TA,1,Unf,1.0,Y,0,140,113000,11.635151947212842
60.0,4,1941,1950,0.0,348.0,672.0,N,924,1,0,Fa,0,Unf,1.0,Y,0,0,80000,11.289794413577894
68.0,5,1957,2002,145.0,383.0,1216.0,Y,1526,1,0,TA,1,Unf,1.0,Y,116,78,144500,11.881041706925902
67.0,5,1924,1999,203.0,133.0,1107.0,N,1296,2,0,Fa,1,Unf,1.0,Y,0,0,104000,11.552155793461898
66.0,6,1915,1950,0.0,0.0,806.0,N,1647,1,1,Fa,0,Unf,1.0,Y,0,66,128000,11.759793355371237
45.0,3,1914,1950,0.0,203.0,864.0,N,864,1,0,TA,0,Unf,1.0,Y,0,0,58500,10.97679912709094
50.0,5,1924,1950,0.0,218.0,1026.0,Y,1691,2,0,Gd,1,Unf,1.0,Y,0,0,127000,11.751950239425476
,6,1939,1950,0.0,238.0,856.0,Y,856,1,0,TA,1,Unf,2.0,Y,0,0,126000,11.744045122410057
60.0,4,1967,1967,0.0,0.0,0.0,Y,2650,3,0,TA,0,,0.0,Y,0,0,160000,11.982935344196433
51.0,5,1931,1950,0.0,0.0,894.0,Y,1666,1,0,TA,1,,0.0,N,0,156,100000,11.51293546492023
50.0,6,1919,1990,0.0,0.0,804.0,Y,2447,2,0,Gd,1,Unf,1.0,Y,272,0,169000,12.037659911047468
78.0,7,1941,1985,371.0,426.0,1528.0,Y,2133,1,1,TA,2,Unf,1.0,Y,0,0,257500,12.458778882573533
78.0,5,1950,1991,430.0,375.0,1032.0,Y,2177,2,1,TA,0,Unf,2.0,Y,0,0,215000,12.278397958261774
66.0,7,1941,2006,0.0,275.0,1152.0,Y,2340,2,0,Gd,2,RFn,1.0,Y,0,60,266500,12.493133274926212
100.0,7,1959,2002,0.0,1406.0,1902.0,Y,1902,2,0,Ex,2,Fin,2.0,Y,0,207,335000,12.721888795877375
85.0,7,1994,2007,44.0,343.0,423.0,Y,1652,2,1,Gd,0,RFn,2.0,Y,0,0,203135,12.221630984446026
35.0,8,1989,1989,0.0,747.0,982.0,Y,1034,1,0,Gd,1,Fin,2.0,Y,141,36,185000,12.128116509451258
35.0,8,1989,1989,0.0,76.0,1191.0,Y,1191,2,0,Gd,1,Unf,2.0,Y,112,81,162500,11.998439434579149
100.0,7,1959,1997,0.0,1247.0,1501.0,Y,1801,2,0,TA,2,Fin,2.0,Y,0,54,289000,12.574185427296195
40.0,4,1922,2007,0.0,735.0,796.0,Y,1154,1,0,Gd,0,Unf,1.0,N,0,96,125500,11.74006900564972
58.0,2,1941,1950,0.0,480.0,480.0,Y,540,1,0,TA,0,Unf,1.0,N,0,0,82000,11.314486721293981
50.0,6,1921,1975,0.0,308.0,629.0,Y,1107,1,0,TA,0,Unf,1.0,Y,0,56,110000,11.608244735642321
60.0,4,1920,1950,0.0,0.0,698.0,Y,1128,1,0,TA,0,RFn,2.0,Y,30,0,68400,11.133142723386813
66.0,4,1900,1950,0.0,0.0,859.0,Y,1178,1,0,TA,0,RFn,1.0,N,68,0,102776,11.54031687156214
66.0,5,1952,1952,0.0,0.0,540.0,N,1044,1,0,Fa,0,Unf,2.0,N,0,0,55993,10.932999821119937
66.0,4,1896,1950,0.0,0.0,756.0,Y,952,1,0,TA,0,RFn,1.0,N,0,0,50138,10.822554427357035
44.0,8,2004,2005,186.0,1373.0,1594.0,Y,1646,2,0,Gd,1,Fin,2.0,Y,128,53,246000,12.413090879946887
85.0,8,1998,1999,0.0,615.0,1049.0,Y,1916,2,1,Gd,1,Unf,3.0,Y,0,70,254900,12.448630513463613
74.0,6,1977,1977,0.0,679.0,1243.0,Y,1285,2,0,Gd,1,Unf,2.0,Y,375,26,190000,12.154784614286667
129.0,7,2003,2003,0.0,0.0,1560.0,Y,1560,2,0,Gd,0,Fin,2.0,Y,100,150,201000,12.211065162153215
,6,1976,1976,335.0,539.0,1012.0,Y,1034,1,0,TA,0,Unf,3.0,Y,0,0,169900,12.042971193457888
,6,1976,1976,0.0,0.0,1958.0,Y,2048,3,0,TA,0,Unf,2.0,Y,0,0,170000,12.04355959836804
,5,1948,1950,0.0,353.0,747.0,Y,1687,1,0,TA,2,Unf,2.0,N,0,0,160000,11.982935344196433
88.0,7,2008,2008,60.0,78.0,1336.0,Y,1346,2,0,Gd,1,Fin,3.0,Y,100,48,220000,12.301387370778713
73.0,7,2009,2010,0.0,0.0,1214.0,Y,1214,2,0,Gd,0,RFn,2.0,Y,0,25,179781,12.099500284773487
73.0,5,2006,2007,0.0,0.0,384.0,Y,1444,2,1,TA,0,Fin,2.0,Y,100,0,174000,12.066816325306588
92.0,8,2009,2010,84.0,0.0,774.0,Y,1968,2,1,Ex,1,Fin,3.0,Y,0,75,269500,12.504327379899443
80.0,7,2002,2003,44.0,624.0,817.0,Y,1894,2,1,Gd,1,Fin,2.0,Y,0,40,214900,12.277932735946903
85.0,8,2002,2002,0.0,0.0,967.0,Y,1908,2,1,Gd,0,Fin,2.0,Y,135,0,202900,12.220473454337986
89.0,9,2008,2009,0.0,0.0,2002.0,Y,2018,2,0,Ex,1,Fin,3.0,Y,144,76,378500,12.843973993864076
85.0,5,1965,1977,0.0,42.0,1068.0,Y,1264,1,0,TA,1,Unf,2.0,Y,0,0,169000,12.037659911047468
93.0,5,2004,2005,0.0,0.0,1430.0,Y,1430,2,0,Gd,0,RFn,2.0,Y,0,0,173500,12.063938642041201
94.0,6,1971,1971,0.0,0.0,912.0,Y,1824,2,2,TA,0,,0.0,Y,128,0,139000,11.842236406331555
,5,1999,1999,0.0,0.0,1344.0,Y,1344,2,0,TA,1,Unf,2.0,Y,328,0,166500,12.022756594390605
,4,1973,1973,0.0,334.0,546.0,Y,1092,1,1,TA,0,RFn,1.0,Y,120,96,83500,11.332613886815139
31.0,5,1973,1973,0.0,915.0,945.0,Y,945,1,0,TA,1,RFn,1.0,Y,174,0,119500,11.691080018519527
36.0,5,1976,1976,0.0,129.0,536.0,Y,1112,1,1,TA,0,Unf,1.0,Y,182,0,85000,11.350418300109132
21.0,4,1970,1970,0.0,176.0,546.0,Y,1092,1,1,TA,0,,0.0,Y,200,26,76000,11.23850177707664
21.0,4,1972,1972,0.0,150.0,630.0,Y,630,1,0,TA,0,,0.0,Y,96,24,75500,11.231901180182515
21.0,4,1970,1970,0.0,0.0,546.0,Y,1092,1,1,TA,0,,0.0,Y,0,0,88250,11.387940306176102
21.0,4,1972,1972,0.0,294.0,546.0,Y,1092,1,1,TA,0,Unf,1.0,Y,0,0,85500,11.356283350762888
50.0,5,1971,2004,0.0,469.0,864.0,Y,874,1,0,TA,0,Unf,1.0,Y,0,0,130000,11.775297421715827
,5,1962,1962,189.0,593.0,1188.0,Y,1188,1,0,TA,0,Unf,1.0,P,261,39,157900,11.969723533345908
76.0,5,1984,1984,0.0,207.0,833.0,Y,833,1,0,Gd,0,Unf,2.0,Y,431,0,149900,11.917730355182513
70.0,5,1985,1986,0.0,0.0,1216.0,Y,2432,4,2,TA,0,Unf,2.0,Y,200,0,159000,11.976665770490767
63.0,5,1991,1991,0.0,458.0,624.0,Y,1274,1,1,TA,0,Unf,2.0,Y,22,0,136000,11.820417517632333
68.0,5,1969,1969,0.0,476.0,864.0,Y,1479,2,0,TA,0,Fin,1.0,Y,287,0,161000,11.989165855127435
76.0,8,1994,1995,0.0,1341.0,1679.0,Y,1803,2,1,Gd,2,Unf,2.0,Y,129,64,285000,12.560247968016562
74.0,6,1993,1994,0.0,944.0,1152.0,Y,1797,2,1,Gd,1,Fin,2.0,Y,162,312,231000,12.35017731849889
74.0,6,1956,1956,0.0,564.0,882.0,Y,882,1,0,TA,0,Unf,1.0,Y,0,0,124500,11.732069026983156
85.0,6,1974,1974,440.0,844.0,1434.0,Y,1434,2,0,TA,1,RFn,2.0,Y,80,21,157000,11.964007453736912
75.0,8,1972,1995,0.0,1410.0,1952.0,Y,2704,2,1,Ex,3,Fin,2.0,Y,269,111,345000,12.75130259456002
88.0,6,1997,1997,0.0,847.0,945.0,Y,1608,2,1,TA,1,Fin,2.0,Y,252,30,189500,12.15214958053555
,8,2003,2003,188.0,850.0,1008.0,Y,2283,2,1,Gd,1,Fin,3.0,Y,120,46,270000,12.506180941677357
60.0,7,1996,1997,32.0,284.0,384.0,Y,1628,2,1,TA,1,Fin,2.0,Y,48,72,189000,12.149507585033072
42.0,9,2006,2007,160.0,1320.0,1746.0,Y,1746,2,0,Ex,2,Fin,3.0,Y,201,39,377500,12.84132849667433
,7,1995,1996,22.0,0.0,384.0,Y,1474,2,1,TA,1,Fin,2.0,Y,120,72,168500,12.034696963475044
28.0,8,2004,2005,0.0,1965.0,2208.0,Y,2522,2,0,Gd,1,Fin,2.0,Y,182,57,375000,12.834683971615659
40.0,8,2000,2000,0.0,1158.0,1501.0,Y,1659,2,0,Ex,1,Fin,2.0,Y,212,59,278000,12.535379989788607
61.0,8,1998,1998,0.0,341.0,1418.0,Y,1478,2,0,TA,0,Fin,2.0,Y,168,43,240000,12.388398368982115
57.0,8,1995,1996,0.0,741.0,1587.0,Y,1734,2,0,Gd,0,RFn,2.0,Y,52,50,239500,12.386312871189734
57.0,7,1998,1998,0.0,189.0,384.0,Y,1382,2,1,TA,1,Fin,2.0,Y,256,0,177500,12.086731521684555
74.0,7,1998,1998,40.0,0.0,832.0,Y,1718,2,1,TA,1,Fin,2.0,Y,0,94,185000,12.128116509451258
60.0,6,1998,1999,0.0,476.0,952.0,Y,1636,2,1,TA,1,Fin,2.0,Y,0,84,191000,12.160033942617156
59.0,6,1993,1994,0.0,0.0,799.0,Y,1571,2,1,TA,1,RFn,2.0,Y,0,40,178000,12.08954444723597
,6,1993,1993,68.0,310.0,680.0,Y,1470,2,1,TA,1,Fin,2.0,Y,232,63,185000,12.128116509451258
,6,1994,1995,0.0,600.0,707.0,Y,1516,2,1,Gd,1,Fin,2.0,Y,0,46,181316,12.108002159583695
58.0,6,1993,1993,45.0,0.0,1181.0,Y,1190,2,0,Gd,1,Unf,2.0,Y,0,21,166000,12.019749091416921
,6,1992,1993,0.0,0.0,808.0,Y,1593,2,1,TA,1,RFn,2.0,Y,342,40,178000,12.08954444723597
65.0,6,1994,1995,0.0,0.0,702.0,Y,1481,2,1,TA,1,Fin,2.0,Y,0,36,174000,12.066816325306588
,6,1992,1992,106.0,560.0,1158.0,Y,1167,2,0,Gd,0,RFn,2.0,Y,120,26,173000,12.06105265381003
,7,1999,1999,344.0,694.0,978.0,Y,1983,2,1,Gd,1,Fin,2.0,Y,0,0,225000,12.323860125621126
99.0,7,1990,1990,0.0,0.0,1424.0,Y,1442,2,0,TA,0,RFn,2.0,Y,0,34,180500,12.103491596905931
,8,1984,1984,0.0,1036.0,1220.0,Y,1360,1,0,Gd,1,RFn,2.0,Y,63,0,187500,12.141539457711714
63.0,9,2008,2009,748.0,1904.0,2216.0,Y,2234,2,0,Ex,1,Fin,3.0,Y,0,60,501837,13.126032637428713
80.0,8,2008,2008,464.0,0.0,2046.0,Y,2046,2,1,Gd,1,Fin,3.0,Y,322,82,372500,12.827995001361906
124.0,7,2005,2005,16.0,1274.0,1530.0,Y,1530,2,0,Gd,1,Fin,2.0,Y,168,36,260000,12.468440756144114
85.0,5,1977,1977,157.0,400.0,1122.0,Y,1934,2,1,TA,1,Unf,2.0,P,0,176,185000,12.128116509451258
94.0,7,1980,1980,278.0,692.0,845.0,Y,2353,2,1,Ex,1,RFn,2.0,Y,288,195,260000,12.468440756144114
48.0,6,1979,1998,0.0,0.0,1362.0,Y,1586,2,0,TA,1,Unf,2.0,Y,192,0,181000,12.10625783509458
85.0,7,1977,1977,209.0,822.0,1386.0,Y,1411,2,0,TA,1,Fin,2.0,Y,192,0,82500,11.320565693461432
,6,1977,2000,126.0,1246.0,1602.0,Y,1602,2,0,Gd,1,Fin,2.0,Y,240,0,215000,12.278397958261774
,7,1978,1978,256.0,0.0,832.0,Y,2050,2,1,Gd,1,RFn,2.0,Y,192,192,154000,11.944714374881176
80.0,6,1978,1986,101.0,363.0,1427.0,Y,1671,2,0,TA,1,RFn,2.0,Y,252,55,200000,12.206077645517674
,7,1980,1991,229.0,602.0,1043.0,Y,2673,2,1,Gd,1,RFn,2.0,Y,178,84,249000,12.425212191503038
,7,1980,1980,225.0,1036.0,1372.0,Y,1472,2,0,TA,2,Unf,2.0,Y,233,48,187500,12.141539457711714
80.0,6,1978,1998,144.0,832.0,1140.0,Y,1707,2,0,TA,1,Fin,2.0,Y,0,0,184000,12.122696471358964
80.0,8,1981,1981,0.0,1104.0,2524.0,Y,2524,2,1,Gd,1,Fin,2.0,Y,474,120,278000,12.535379989788607
82.0,7,1978,1978,206.0,704.0,1271.0,Y,1601,2,0,TA,1,RFn,2.0,Y,0,0,157000,11.964007453736912
80.0,7,1976,1976,189.0,0.0,1090.0,Y,1370,2,0,TA,1,RFn,2.0,Y,0,0,152000,11.931642378754141
,5,1976,1976,44.0,381.0,780.0,Y,1868,2,1,Gd,1,Unf,2.0,Y,448,96,197500,12.193498926601634
70.0,7,2003,2003,0.0,622.0,926.0,Y,1884,2,1,Ex,1,RFn,2.0,Y,0,35,240900,12.392141339694389
75.0,8,2009,2009,110.0,544.0,832.0,Y,1935,2,1,TA,0,Fin,2.0,Y,0,150,263435,12.481565733211923
,8,2000,2001,0.0,0.0,1058.0,Y,1874,2,1,Gd,1,Fin,2.0,Y,0,134,220000,12.301387370778713
,8,2002,2002,0.0,225.0,972.0,Y,1811,2,1,Gd,1,RFn,2.0,Y,225,48,235000,12.367345048436391
,5,1975,1975,161.0,1333.0,1621.0,Y,1621,2,0,TA,2,RFn,2.0,Y,0,0,213000,12.269052139516223
78.0,6,1974,1974,196.0,888.0,1116.0,Y,1116,2,0,TA,1,RFn,2.0,Y,0,0,167900,12.031129798974042
85.0,7,1975,1975,0.0,636.0,1176.0,Y,1193,2,0,TA,1,Unf,2.0,Y,40,0,158000,11.970356641102999
78.0,6,1974,1974,174.0,0.0,1064.0,Y,1350,2,0,TA,1,RFn,2.0,Y,0,0,165000,12.013706813470414
,6,1972,1972,333.0,0.0,689.0,Y,2119,2,1,TA,1,RFn,2.0,Y,0,104,158000,11.970356641102999
60.0,5,1974,1974,0.0,0.0,896.0,Y,1792,2,2,TA,0,,0.0,Y,32,45,136000,11.820417517632333
,5,1970,1970,76.0,828.0,1002.0,Y,1002,1,0,TA,0,Unf,2.0,Y,0,0,148500,11.908346971208951
61.0,6,1969,2005,0.0,439.0,1026.0,Y,1026,1,0,Gd,0,RFn,2.0,Y,171,48,156000,11.957617696467539
,5,1970,1970,0.0,0.0,1180.0,Y,1180,1,1,TA,0,RFn,2.0,Y,0,45,128000,11.759793355371237
,5,1971,1971,178.0,500.0,1043.0,Y,1050,1,1,TA,0,Unf,1.0,Y,0,0,143000,11.870606902224587
60.0,4,1970,1970,0.0,726.0,864.0,Y,864,1,0,TA,0,Unf,2.0,Y,210,0,76500,11.245059091624615
60.0,4,1970,1970,0.0,375.0,864.0,Y,864,1,0,Gd,0,Unf,2.0,Y,96,0,120500,11.699413330633599
70.0,4,1970,1970,0.0,191.0,864.0,Y,864,1,0,TA,0,Unf,2.0,Y,0,0,124500,11.732069026983156
70.0,4,1971,1971,0.0,524.0,864.0,Y,864,1,0,TA,0,Unf,2.0,Y,216,0,97000,11.48247656671073
60.0,4,1971,2006,0.0,240.0,864.0,Y,864,1,0,TA,0,Unf,2.0,Y,200,0,130000,11.775297421715827
21.0,6,1973,1973,504.0,254.0,483.0,Y,987,1,1,TA,0,Unf,1.0,Y,0,0,111000,11.6172944892629
24.0,5,1970,1970,312.0,765.0,765.0,Y,1365,1,1,TA,0,Unf,2.0,Y,0,36,125000,11.736077016252437
21.0,5,1971,1971,142.0,0.0,630.0,Y,1302,2,1,TA,0,Unf,1.0,Y,0,0,112000,11.626263078808801
21.0,6,1972,1972,425.0,110.0,483.0,Y,987,1,1,TA,0,Unf,1.0,Y,0,0,97000,11.48247656671073
21.0,6,1972,2007,510.0,162.0,483.0,Y,987,1,1,Gd,0,Unf,1.0,Y,250,0,118000,11.678448377988165
21.0,5,1972,1972,268.0,231.0,630.0,Y,1302,2,1,TA,0,Unf,1.0,Y,185,0,119500,11.691080018519527
,6,1976,1976,0.0,958.0,958.0,Y,958,2,0,TA,0,RFn,2.0,Y,0,60,143750,11.87583791515714
24.0,6,1976,1976,0.0,306.0,804.0,Y,1548,2,1,TA,1,RFn,2.0,Y,108,0,146000,11.891368749982085
24.0,6,1976,1976,0.0,566.0,855.0,Y,1456,2,1,TA,1,Unf,2.0,Y,87,0,148500,11.908346971208951
24.0,7,1975,1975,0.0,435.0,1057.0,Y,1055,2,0,TA,1,RFn,2.0,Y,0,27,123000,11.719947764402807
24.0,6,1974,1974,0.0,257.0,855.0,Y,1322,2,1,TA,1,Unf,2.0,Y,260,0,147000,11.898194668458823
24.0,6,1977,1977,0.0,389.0,855.0,Y,1456,2,1,TA,1,Unf,2.0,Y,0,28,137900,11.834291315386718
24.0,6,1978,1978,0.0,320.0,804.0,Y,1548,2,1,TA,1,Unf,2.0,Y,108,0,147000,11.898194668458823
24.0,6,1978,1978,0.0,311.0,855.0,Y,1441,2,1,TA,1,Unf,2.0,Y,28,0,148500,11.908346971208951
24.0,6,1978,1978,0.0,279.0,855.0,Y,1456,2,1,TA,1,Fin,2.0,Y,147,0,138000,11.835016210489899
24.0,7,1976,1976,0.0,536.0,836.0,Y,836,1,0,TA,0,Unf,1.0,Y,150,20,128500,11.763691965388299
65.0,5,1967,1967,60.0,432.0,892.0,Y,892,1,0,TA,0,RFn,1.0,Y,0,0,100000,11.51293546492023
,5,1966,2004,165.0,644.0,864.0,Y,1120,1,0,TA,1,RFn,2.0,Y,0,162,148800,11.910365121788654
96.0,10,2006,2007,230.0,1172.0,1700.0,Y,1718,2,0,Ex,1,Fin,3.0,Y,216,48,337500,12.729323752253295
110.0,9,2007,2007,726.0,1360.0,1776.0,Y,2772,3,1,Ex,3,Fin,3.0,Y,135,64,462000,13.043322334563697
